order,instance_id,repo,difficulty,image
230,django__django-16315,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16315:latest
231,django__django-13568,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13568:latest
232,django__django-11211,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11211:latest
233,sphinx-doc__sphinx-7462,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7462:latest
234,django__django-13810,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13810:latest
235,sphinx-doc__sphinx-9258,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9258:latest
236,mwaskom__seaborn-3069,mwaskom/seaborn,15 min - 1 hour,swebench/sweb.eval.x86_64.mwaskom_1776_seaborn-3069:latest
237,django__django-13551,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-13551:latest
238,sphinx-doc__sphinx-9230,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9230:latest
239,django__django-11551,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11551:latest
240,astropy__astropy-13579,astropy/astropy,1-4 hours,swebench/sweb.eval.x86_64.astropy_1776_astropy-13579:latest
241,psf__requests-1766,psf/requests,<15 min fix,swebench/sweb.eval.x86_64.psf_1776_requests-1766:latest
242,django__django-12308,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-12308:latest
243,django__django-14771,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-14771:latest
244,django__django-13344,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-13344:latest
245,sympy__sympy-16792,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-16792:latest
246,pylint-dev__pylint-6386,pylint-dev/pylint,15 min - 1 hour,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-6386:latest
247,django__django-16527,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16527:latest
248,pydata__xarray-4094,pydata/xarray,<15 min fix,swebench/sweb.eval.x86_64.pydata_1776_xarray-4094:latest
249,django__django-13964,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13964:latest
250,django__django-16032,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16032:latest
251,astropy__astropy-14182,astropy/astropy,15 min - 1 hour,swebench/sweb.eval.x86_64.astropy_1776_astropy-14182:latest
252,django__django-13212,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-13212:latest
253,pylint-dev__pylint-6903,pylint-dev/pylint,<15 min fix,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-6903:latest
254,matplotlib__matplotlib-24570,matplotlib/matplotlib,<15 min fix,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24570:latest
255,django__django-14053,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-14053:latest
256,sphinx-doc__sphinx-8265,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8265:latest
257,django__django-13410,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-13410:latest
258,django__django-15161,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15161:latest
259,scikit-learn__scikit-learn-14983,scikit-learn/scikit-learn,<15 min fix,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14983:latest
260,sympy__sympy-20428,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-20428:latest
261,scikit-learn__scikit-learn-9288,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-9288:latest
262,matplotlib__matplotlib-25775,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-25775:latest
263,pydata__xarray-4629,pydata/xarray,<15 min fix,swebench/sweb.eval.x86_64.pydata_1776_xarray-4629:latest
264,pydata__xarray-3677,pydata/xarray,15 min - 1 hour,swebench/sweb.eval.x86_64.pydata_1776_xarray-3677:latest
265,django__django-11433,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11433:latest
266,sympy__sympy-18763,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-18763:latest
267,django__django-11885,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-11885:latest
268,sympy__sympy-17630,sympy/sympy,1-4 hours,swebench/sweb.eval.x86_64.sympy_1776_sympy-17630:latest
269,sympy__sympy-15976,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-15976:latest
270,django__django-16454,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16454:latest
271,sphinx-doc__sphinx-7757,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7757:latest
272,astropy__astropy-8707,astropy/astropy,15 min - 1 hour,swebench/sweb.eval.x86_64.astropy_1776_astropy-8707:latest
273,matplotlib__matplotlib-25122,matplotlib/matplotlib,<15 min fix,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-25122:latest
274,pylint-dev__pylint-8898,pylint-dev/pylint,1-4 hours,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-8898:latest
275,django__django-11276,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11276:latest
276,sympy__sympy-15017,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-15017:latest
277,django__django-17084,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-17084:latest
278,django__django-12741,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-12741:latest
279,django__django-11141,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11141:latest
280,scikit-learn__scikit-learn-14710,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14710:latest
281,matplotlib__matplotlib-23314,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-23314:latest
282,scikit-learn__scikit-learn-26323,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-26323:latest
283,django__django-14765,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14765:latest
284,scikit-learn__scikit-learn-13135,scikit-learn/scikit-learn,<15 min fix,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-13135:latest
285,sphinx-doc__sphinx-7748,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-7748:latest
286,sympy__sympy-14248,sympy/sympy,1-4 hours,swebench/sweb.eval.x86_64.sympy_1776_sympy-14248:latest
287,sphinx-doc__sphinx-9602,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9602:latest
288,django__django-14376,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14376:latest
289,sympy__sympy-19346,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-19346:latest
290,django__django-11490,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11490:latest
291,django__django-16662,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16662:latest
292,django__django-13417,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-13417:latest
293,django__django-15863,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-15863:latest
294,django__django-11880,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11880:latest
295,django__django-15569,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-15569:latest
296,django__django-11292,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11292:latest
297,django__django-14631,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-14631:latest
298,pylint-dev__pylint-4551,pylint-dev/pylint,1-4 hours,swebench/sweb.eval.x86_64.pylint-dev_1776_pylint-4551:latest
299,sphinx-doc__sphinx-9229,sphinx-doc/sphinx,1-4 hours,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9229:latest
300,django__django-9296,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-9296:latest
301,sympy__sympy-21596,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-21596:latest
302,sphinx-doc__sphinx-8621,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8621:latest
303,sphinx-doc__sphinx-9281,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9281:latest
304,sympy__sympy-24562,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-24562:latest
305,pydata__xarray-4075,pydata/xarray,<15 min fix,swebench/sweb.eval.x86_64.pydata_1776_xarray-4075:latest
306,django__django-11477,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11477:latest
307,django__django-15916,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15916:latest
308,django__django-12419,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-12419:latest
309,django__django-16801,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-16801:latest
310,django__django-14351,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-14351:latest
311,django__django-13590,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13590:latest
312,matplotlib__matplotlib-26466,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-26466:latest
313,django__django-12858,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-12858:latest
314,django__django-15103,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15103:latest
315,django__django-13315,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13315:latest
316,django__django-14373,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14373:latest
317,django__django-7530,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-7530:latest
318,django__django-13449,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-13449:latest
319,pytest-dev__pytest-10051,pytest-dev/pytest,15 min - 1 hour,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-10051:latest
320,scikit-learn__scikit-learn-10297,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-10297:latest
321,scikit-learn__scikit-learn-13142,scikit-learn/scikit-learn,<15 min fix,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-13142:latest
322,django__django-16819,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16819:latest
323,sympy__sympy-13757,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-13757:latest
324,matplotlib__matplotlib-24026,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24026:latest
325,sympy__sympy-13974,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-13974:latest
326,django__django-16502,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16502:latest
327,django__django-15128,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-15128:latest
328,django__django-16333,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-16333:latest
329,django__django-13195,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13195:latest
330,matplotlib__matplotlib-24177,matplotlib/matplotlib,<15 min fix,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24177:latest
331,sympy__sympy-12096,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-12096:latest
332,django__django-15987,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-15987:latest
333,django__django-13297,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-13297:latest
334,matplotlib__matplotlib-25287,matplotlib/matplotlib,<15 min fix,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-25287:latest
335,django__django-12965,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-12965:latest
336,django__django-12276,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-12276:latest
337,django__django-15930,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-15930:latest
338,sympy__sympy-21379,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-21379:latest
339,django__django-15127,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-15127:latest
340,django__django-11119,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11119:latest
341,astropy__astropy-7336,astropy/astropy,<15 min fix,swebench/sweb.eval.x86_64.astropy_1776_astropy-7336:latest
342,astropy__astropy-14096,astropy/astropy,15 min - 1 hour,swebench/sweb.eval.x86_64.astropy_1776_astropy-14096:latest
343,django__django-16429,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-16429:latest
344,pydata__xarray-4356,pydata/xarray,<15 min fix,swebench/sweb.eval.x86_64.pydata_1776_xarray-4356:latest
345,matplotlib__matplotlib-23299,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-23299:latest
346,sympy__sympy-24661,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-24661:latest
347,matplotlib__matplotlib-20488,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-20488:latest
348,sympy__sympy-23950,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-23950:latest
349,django__django-11999,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11999:latest
350,django__django-15268,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-15268:latest
351,django__django-11603,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11603:latest
352,django__django-14787,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14787:latest
353,sphinx-doc__sphinx-9367,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9367:latest
354,django__django-14349,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-14349:latest
355,django__django-11951,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11951:latest
356,sympy__sympy-20590,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-20590:latest
357,django__django-10914,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-10914:latest
358,scikit-learn__scikit-learn-14894,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14894:latest
359,django__django-15315,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-15315:latest
360,pydata__xarray-4966,pydata/xarray,15 min - 1 hour,swebench/sweb.eval.x86_64.pydata_1776_xarray-4966:latest
361,matplotlib__matplotlib-24627,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-24627:latest
362,django__django-16145,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-16145:latest
363,django__django-16667,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16667:latest
364,django__django-15375,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15375:latest
365,sphinx-doc__sphinx-10435,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-10435:latest
366,django__django-11815,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11815:latest
367,sympy__sympy-12481,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-12481:latest
368,scikit-learn__scikit-learn-11578,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-11578:latest
369,django__django-11820,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11820:latest
370,sphinx-doc__sphinx-9698,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9698:latest
371,pytest-dev__pytest-7982,pytest-dev/pytest,<15 min fix,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7982:latest
372,sphinx-doc__sphinx-10466,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-10466:latest
373,pydata__xarray-6461,pydata/xarray,<15 min fix,swebench/sweb.eval.x86_64.pydata_1776_xarray-6461:latest
374,matplotlib__matplotlib-25479,matplotlib/matplotlib,<15 min fix,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-25479:latest
375,sympy__sympy-19637,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-19637:latest
376,django__django-11532,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11532:latest
377,sympy__sympy-13647,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-13647:latest
378,sympy__sympy-23534,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-23534:latest
379,psf__requests-2317,psf/requests,<15 min fix,swebench/sweb.eval.x86_64.psf_1776_requests-2317:latest
380,sympy__sympy-22080,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-22080:latest
381,scikit-learn__scikit-learn-25747,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-25747:latest
382,django__django-13023,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-13023:latest
383,django__django-15280,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15280:latest
384,django__django-11206,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11206:latest
385,astropy__astropy-13453,astropy/astropy,15 min - 1 hour,swebench/sweb.eval.x86_64.astropy_1776_astropy-13453:latest
386,sympy__sympy-15345,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-15345:latest
387,matplotlib__matplotlib-13989,matplotlib/matplotlib,<15 min fix,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-13989:latest
388,scikit-learn__scikit-learn-14053,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14053:latest
389,scikit-learn__scikit-learn-10908,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-10908:latest
390,matplotlib__matplotlib-22865,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-22865:latest
391,scikit-learn__scikit-learn-13328,scikit-learn/scikit-learn,<15 min fix,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-13328:latest
392,sphinx-doc__sphinx-11445,sphinx-doc/sphinx,15 min - 1 hour,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-11445:latest
393,django__django-11087,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11087:latest
394,django__django-13820,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13820:latest
395,django__django-14011,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-14011:latest
396,sympy__sympy-18698,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-18698:latest
397,django__django-16901,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16901:latest
398,pydata__xarray-3305,pydata/xarray,15 min - 1 hour,swebench/sweb.eval.x86_64.pydata_1776_xarray-3305:latest
399,django__django-14089,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-14089:latest
400,sympy__sympy-13852,sympy/sympy,1-4 hours,swebench/sweb.eval.x86_64.sympy_1776_sympy-13852:latest
401,sympy__sympy-18189,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-18189:latest
402,pytest-dev__pytest-6202,pytest-dev/pytest,<15 min fix,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-6202:latest
403,sympy__sympy-12489,sympy/sympy,1-4 hours,swebench/sweb.eval.x86_64.sympy_1776_sympy-12489:latest
404,pytest-dev__pytest-5787,pytest-dev/pytest,1-4 hours,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-5787:latest
405,django__django-13401,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13401:latest
406,scikit-learn__scikit-learn-25232,scikit-learn/scikit-learn,<15 min fix,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-25232:latest
407,scikit-learn__scikit-learn-14496,scikit-learn/scikit-learn,<15 min fix,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14496:latest
408,sympy__sympy-14711,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-14711:latest
409,matplotlib__matplotlib-22871,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-22871:latest
410,django__django-12774,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-12774:latest
411,sphinx-doc__sphinx-8548,sphinx-doc/sphinx,1-4 hours,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8548:latest
412,django__django-11149,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-11149:latest
413,django__django-15252,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15252:latest
414,django__django-14559,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-14559:latest
415,sympy__sympy-13878,sympy/sympy,>4 hours,swebench/sweb.eval.x86_64.sympy_1776_sympy-13878:latest
416,pydata__xarray-3993,pydata/xarray,1-4 hours,swebench/sweb.eval.x86_64.pydata_1776_xarray-3993:latest
417,astropy__astropy-14365,astropy/astropy,15 min - 1 hour,swebench/sweb.eval.x86_64.astropy_1776_astropy-14365:latest
418,django__django-16139,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-16139:latest
419,django__django-16485,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-16485:latest
420,pytest-dev__pytest-5262,pytest-dev/pytest,<15 min fix,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-5262:latest
421,django__django-15561,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15561:latest
422,matplotlib__matplotlib-14623,matplotlib/matplotlib,15 min - 1 hour,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-14623:latest
423,django__django-13028,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13028:latest
424,scikit-learn__scikit-learn-26194,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-26194:latest
425,django__django-12273,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-12273:latest
426,sympy__sympy-19783,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-19783:latest
427,astropy__astropy-8872,astropy/astropy,15 min - 1 hour,swebench/sweb.eval.x86_64.astropy_1776_astropy-8872:latest
428,pytest-dev__pytest-7205,pytest-dev/pytest,<15 min fix,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7205:latest
429,astropy__astropy-7166,astropy/astropy,<15 min fix,swebench/sweb.eval.x86_64.astropy_1776_astropy-7166:latest
430,matplotlib__matplotlib-22719,matplotlib/matplotlib,<15 min fix,swebench/sweb.eval.x86_64.matplotlib_1776_matplotlib-22719:latest
431,sympy__sympy-13031,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-13031:latest
432,django__django-13807,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-13807:latest
433,django__django-11451,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11451:latest
434,sphinx-doc__sphinx-9591,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-9591:latest
435,django__django-15957,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-15957:latest
436,sphinx-doc__sphinx-8595,sphinx-doc/sphinx,<15 min fix,swebench/sweb.eval.x86_64.sphinx-doc_1776_sphinx-8595:latest
437,django__django-15563,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-15563:latest
438,scikit-learn__scikit-learn-14141,scikit-learn/scikit-learn,<15 min fix,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14141:latest
439,pydata__xarray-7229,pydata/xarray,15 min - 1 hour,swebench/sweb.eval.x86_64.pydata_1776_xarray-7229:latest
440,sympy__sympy-21612,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-21612:latest
441,sympy__sympy-24539,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-24539:latest
442,sympy__sympy-18199,sympy/sympy,1-4 hours,swebench/sweb.eval.x86_64.sympy_1776_sympy-18199:latest
443,django__django-13837,django/django,1-4 hours,swebench/sweb.eval.x86_64.django_1776_django-13837:latest
444,django__django-13363,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-13363:latest
445,django__django-11163,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11163:latest
446,psf__requests-1142,psf/requests,<15 min fix,swebench/sweb.eval.x86_64.psf_1776_requests-1142:latest
447,django__django-13012,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-13012:latest
448,sympy__sympy-19495,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-19495:latest
449,django__django-16899,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-16899:latest
450,astropy__astropy-14598,astropy/astropy,15 min - 1 hour,swebench/sweb.eval.x86_64.astropy_1776_astropy-14598:latest
451,psf__requests-5414,psf/requests,<15 min fix,swebench/sweb.eval.x86_64.psf_1776_requests-5414:latest
452,django__django-11179,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-11179:latest
453,scikit-learn__scikit-learn-14629,scikit-learn/scikit-learn,15 min - 1 hour,swebench/sweb.eval.x86_64.scikit-learn_1776_scikit-learn-14629:latest
454,sympy__sympy-22714,sympy/sympy,<15 min fix,swebench/sweb.eval.x86_64.sympy_1776_sympy-22714:latest
455,sympy__sympy-20154,sympy/sympy,15 min - 1 hour,swebench/sweb.eval.x86_64.sympy_1776_sympy-20154:latest
456,django__django-13821,django/django,<15 min fix,swebench/sweb.eval.x86_64.django_1776_django-13821:latest
457,pytest-dev__pytest-7324,pytest-dev/pytest,15 min - 1 hour,swebench/sweb.eval.x86_64.pytest-dev_1776_pytest-7324:latest
458,django__django-12039,django/django,15 min - 1 hour,swebench/sweb.eval.x86_64.django_1776_django-12039:latest
